Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,10.764045715332031,10.279850006103516,10.726799964904785,10.317095756530762,451700.0,6.3034186363220215
2000-01-04,10.466078758239746,10.130867004394531,10.317095756530762,10.24260425567627,311500.0,6.257906913757324
2000-01-05,10.764045715332031,10.168112754821777,10.168112754821777,10.615062713623047,447000.0,6.485465049743652
2000-01-06,10.838537216186523,10.503325462341309,10.540571212768555,10.503325462341309,223500.0,6.417196273803711
2000-01-07,10.87578296661377,10.354341506958008,10.5778169631958,10.354341506958008,749400.0,6.326174259185791
2000-01-10,10.540571212768555,10.317095756530762,10.317095756530762,10.4288330078125,320100.0,6.37168550491333
2000-01-11,10.913028717041016,10.4288330078125,10.4288330078125,10.838537216186523,466900.0,6.622003078460693
2000-01-12,10.838537216186523,10.354341506958008,10.801291465759277,10.466078758239746,1300200.0,6.394443035125732
2000-01-13,11.173749923706055,10.503325462341309,10.5778169631958,11.099258422851562,1086600.0,6.781293869018555
2000-01-14,11.322732925415039,11.099258422851562,11.099258422851562,11.248241424560547,398100.0,6.872316360473633
2000-01-18,11.322732925415039,10.950275421142578,11.173749923706055,11.099258422851562,460900.0,6.781293869018555
2000-01-19,11.136504173278809,10.801291465759277,11.099258422851562,10.913028717041016,931000.0,6.667513847351074
2000-01-20,10.87578296661377,10.4288330078125,10.838537216186523,10.503325462341309,777700.0,6.417196273803711
2000-01-21,10.652308464050293,10.466078758239746,10.652308464050293,10.466078758239746,788400.0,6.394443035125732
2000-01-24,10.615062713623047,10.130867004394531,10.615062713623047,10.205358505249023,791000.0,6.2351484298706055
2000-01-25,10.130867004394531,9.870145797729492,10.093621253967285,9.907391548156738,872000.0,6.053099155426025
2000-01-26,10.019128799438477,9.758408546447754,10.019128799438477,9.870145797729492,1011600.0,6.030345916748047
2000-01-27,9.944637298583984,9.683917045593262,9.870145797729492,9.832900047302246,631200.0,6.00758695602417
2000-01-28,9.758408546447754,9.34870433807373,9.758408546447754,9.385950088500977,1339000.0,5.734516143798828
2000-01-31,9.572178840637207,9.274212837219238,9.385950088500977,9.460441589355469,646000.0,5.780031204223633
2000-02-01,9.534933090209961,9.087983131408691,9.460441589355469,9.162474632263184,714200.0,5.597981929779053
2000-02-02,9.423195838928223,8.492050170898438,9.162474632263184,9.423195838928223,4170000.0,5.7572712898254395
2000-02-03,9.646671295166016,9.311458587646484,9.460441589355469,9.646671295166016,631300.0,5.893807888031006
2000-02-04,9.98188304901123,9.609424591064453,9.609424591064453,9.98188304901123,1958700.0,6.0986127853393555
2000-02-07,9.98188304901123,9.497687339782715,9.944637298583984,9.572178840637207,690000.0,5.848296165466309
2000-02-08,9.832900047302246,9.609424591064453,9.683917045593262,9.758408546447754,994400.0,5.962078094482422
2000-02-09,9.721162796020508,9.385950088500977,9.683917045593262,9.423195838928223,658900.0,5.7572712898254395
2000-02-10,9.572178840637207,9.236967086791992,9.34870433807373,9.460441589355469,754500.0,5.780031204223633
2000-02-11,9.572178840637207,9.19972038269043,9.534933090209961,9.274212837219238,614800.0,5.666248798370361
2000-02-14,9.274212837219238,8.976245880126953,9.236967086791992,9.0134916305542,481900.0,5.506957054138184
2000-02-15,9.19972038269043,8.901754379272461,8.976245880126953,9.162474632263184,1080900.0,5.597981929779053
2000-02-16,9.19972038269043,8.715524673461914,9.162474632263184,8.827262878417969,764600.0,5.3931756019592285
2000-02-17,8.901754379272461,8.678278923034668,8.864508628845215,8.790017127990723,589600.0,5.370421409606934
2000-02-18,8.715524673461914,8.492050170898438,8.641033172607422,8.603787422180176,1097100.0,5.256641864776611
2000-02-22,8.790017127990723,8.492050170898438,8.641033172607422,8.56654167175293,596000.0,5.233883857727051
2000-02-23,8.771393775939941,8.417558670043945,8.529295921325684,8.417558670043945,1267300.0,5.1428608894348145
2000-02-24,8.417558670043945,7.9333624839782715,8.343066215515137,8.156837463378906,982400.0,4.983569145202637
2000-02-25,8.268574714660645,8.045100212097168,8.156837463378906,8.082345962524414,419600.0,4.938057899475098
2000-02-28,8.343066215515137,8.007854461669922,8.231328964233398,8.045100212097168,551800.0,4.9153008460998535
2000-02-29,8.156837463378906,7.821625232696533,8.045100212097168,7.858870983123779,875900.0,4.80151891708374
2000-03-01,8.194083213806152,7.896116733551025,7.9333624839782715,8.11959171295166,865300.0,4.960811614990234
2000-03-02,8.268574714660645,7.970608234405518,8.11959171295166,8.007854461669922,530700.0,4.892544746398926
2000-03-03,8.194083213806152,7.970608234405518,8.007854461669922,8.082345962524414,693300.0,4.938057899475098
2000-03-06,8.194083213806152,7.970608234405518,8.045100212097168,8.082345962524414,631000.0,4.938057899475098
2000-03-07,8.156837463378906,7.41192102432251,8.045100212097168,7.523658275604248,870000.0,4.5967183113098145
2000-03-08,7.747133255004883,7.41192102432251,7.41192102432251,7.486412525177002,642300.0,4.573959827423096
2000-03-09,7.672641754150391,7.41192102432251,7.523658275604248,7.6353960037231445,836400.0,4.664982318878174
2000-03-10,7.896116733551025,7.523658275604248,7.59814977645874,7.709887504577637,443700.0,4.7104949951171875
2000-03-13,7.896116733551025,7.59814977645874,7.6353960037231445,7.6353960037231445,774500.0,4.664982318878174
2000-03-14,7.747133255004883,7.560904026031494,7.59814977645874,7.6353960037231445,420500.0,4.664982318878174
2000-03-15,8.194083213806152,7.6353960037231445,7.6353960037231445,8.082345962524414,589300.0,4.938057899475098
2000-03-16,8.678278923034668,8.11959171295166,8.11959171295166,8.492050170898438,656500.0,5.1883721351623535
2000-03-17,8.529295921325684,8.231328964233398,8.454804420471191,8.30582046508789,810200.0,5.074591159820557
2000-03-20,8.56654167175293,8.231328964233398,8.231328964233398,8.492050170898438,470200.0,5.1883721351623535
2000-03-21,8.790017127990723,8.417558670043945,8.492050170898438,8.678278923034668,539900.0,5.302152633666992
2000-03-22,9.162474632263184,8.56654167175293,8.827262878417969,8.56654167175293,578500.0,5.233883857727051
2000-03-23,8.790017127990723,8.156837463378906,8.603787422180176,8.75277042388916,898000.0,5.347665786743164
2000-03-24,9.646671295166016,8.976245880126953,9.385950088500977,9.0134916305542,1869600.0,5.506957054138184
2000-03-27,9.274212837219238,8.939000129699707,8.939000129699707,9.087983131408691,1331600.0,5.552469253540039
2000-03-28,10.130867004394531,9.162474632263184,9.162474632263184,9.832900047302246,1653300.0,6.00758695602417
2000-03-29,10.4288330078125,10.130867004394531,10.4288330078125,10.24260425567627,1487000.0,6.257906913757324
2000-03-30,10.503325462341309,10.205358505249023,10.391587257385254,10.503325462341309,545000.0,6.417196273803711
2000-03-31,10.652308464050293,10.205358505249023,10.354341506958008,10.615062713623047,961800.0,6.485465049743652
2000-04-03,10.87578296661377,10.5778169631958,10.689554214477539,10.5778169631958,636000.0,6.462709426879883
2000-04-04,11.173749923706055,10.4288330078125,10.689554214477539,10.87578296661377,946100.0,6.644757270812988
2000-04-05,11.173749923706055,10.764045715332031,10.801291465759277,11.136504173278809,733700.0,6.804048538208008
2000-04-06,11.2109956741333,10.801291465759277,11.2109956741333,10.801291465759277,688700.0,6.6230621337890625
2000-04-07,10.87578296661377,10.689554214477539,10.726799964904785,10.726799964904785,648300.0,6.577387809753418
2000-04-10,11.02476692199707,10.615062713623047,10.87578296661377,11.02476692199707,749400.0,6.760092258453369
2000-04-11,11.062012672424316,10.838537216186523,11.02476692199707,11.062012672424316,506800.0,6.782931327819824
2000-04-12,11.583454132080078,10.913028717041016,10.913028717041016,11.2109956741333,443100.0,6.874284744262695
2000-04-13,11.099258422851562,10.764045715332031,11.099258422851562,10.764045715332031,665500.0,6.600225925445557
2000-04-14,10.801291465759277,10.130867004394531,10.801291465759277,10.317095756530762,1026900.0,6.326169013977051
2000-04-17,10.5778169631958,10.317095756530762,10.317095756530762,10.466078758239746,590600.0,6.417520999908447
2000-04-18,10.540571212768555,10.205358505249023,10.391587257385254,10.391587257385254,477300.0,6.371842384338379
2000-04-19,10.950275421142578,10.279850006103516,10.279850006103516,10.652308464050293,819500.0,6.531710624694824
2000-04-20,11.434471130371094,10.652308464050293,10.652308464050293,11.322732925415039,494400.0,6.9427995681762695
2000-04-24,11.322732925415039,11.062012672424316,11.248241424560547,11.248241424560547,750000.0,6.897122383117676
2000-04-25,11.47171688079834,11.099258422851562,11.2109956741333,11.47171688079834,428300.0,7.034154415130615
2000-04-26,11.47171688079834,11.285487174987793,11.397225379943848,11.47171688079834,695300.0,7.034154415130615
2000-04-27,11.359979629516602,11.02476692199707,11.322732925415039,11.099258422851562,897500.0,6.805770397186279
2000-04-28,11.062012672424316,10.764045715332031,11.062012672424316,11.02476692199707,545400.0,6.760092258453369
